Boarding_House_ID,Location,Room_Type,Price (LKR),Availability,Amenities,Ratings,Proximity_to_Landmark,Query
BD1151,Thalawathugoda,Single,13210,Available,"Parking, Gym, Wi-Fi",3.1,1.9,Are there any boarding houses near Mount Lavinia?
BD1152,Piliyandala,Double,12401,Available,"Wi-Fi, Laundry, Parking, Pool",4.6,0.9,Show me boarding houses with a rating of 4 stars.
BD1153,Colombo 7,Double,10241,Occupied,"Wi-Fi, Parking, Pool",4.5,5.7,Are there any boarding houses near Battaramulla?
BD1154,Battaramulla,Double,9793,Occupied,"Pet-Friendly, Air Conditioning, Parking, Pool, Laundry",3.6,3.6,Show me boarding houses with a rating of 1 stars.
BD1155,Moratuwa,Single,9724,Available,"Wi-Fi, Air Conditioning, Pool",1.5,1.5,Are there any boarding houses near Colombo?
BD1156,Hokandara,Single,10258,Occupied,"Parking, Air Conditioning",2.6,4.3,Show me boarding houses with a rating of 3 stars.
BD1157,Kotte,Shared,10173,Occupied,"Laundry, Wi-Fi, Parking",2.9,1.8,Are there any boarding houses near SLIIT University?
BD1158,Homagama,Double,11294,Available,"Parking, Wi-Fi, Laundry",3.5,9.6,Show me boarding houses with a rating of 5 stars.
BD1159,Borella,Double,9892,Available,"Pet-Friendly, Parking",4.3,3.3,Show me boarding houses with a rating of 2 stars.
BD1160,Battaramulla,Double,9795,Occupied,"Pet-Friendly, Pool, Gym, Air Conditioning",2.7,9.8,Are there any boarding houses near Battaramulla?
BD1161,Colombo 1,Double,13946,Occupied,"Parking, Laundry, Air Conditioning",1.1,5.5,Show me boarding houses with a rating of 2 stars.
BD1162,Thimbirigasyaya,Double,8944,Occupied,"Wi-Fi, Parking, Pool, Air Conditioning",3.4,6.4,Are there any boarding houses near Colombo 1?
BD1163,Nawala,Double,12319,Occupied,"Wi-Fi, Pool, Laundry, Air Conditioning",3.8,9.4,Are there any boarding houses near Thalahena?
BD1164,Colombo 1,Shared,11848,Available,"Pet-Friendly, Pool, Laundry, Gym",1.2,6.8,Show me boarding houses with a rating of 1 stars.
BD1165,Narahenpita,Single,12239,Occupied,"Laundry, Air Conditioning, Parking, Gym, Pool",3.1,3.2,Show me boarding houses with a rating of 3 stars.
BD1166,Ethul Kotte,Double,12751,Available,"Parking, Air Conditioning",3.7,7.4,Are there any boarding houses near Mount Lavinia?
BD1167,Homagama,Shared,9200,Available,"Pet-Friendly, Parking, Pool, Air Conditioning",4.8,9.7,Are there any boarding houses near Colombo 3?
BD1168,Piliyandala,Shared,13638,Available,"Parking, Pet-Friendly, Wi-Fi, Gym",1.1,9.3,Are there any boarding houses near Thalahena?
BD1169,Kesbewa,Single,10358,Occupied,"Wi-Fi, Pet-Friendly, Gym, Air Conditioning, Pool",3.1,6.9,Show me boarding houses with a rating of 5 stars.
BD1170,Pannipitiya,Single,8695,Occupied,"Pool, Gym, Wi-Fi, Parking, Pet-Friendly",3.6,3.2,Are there any boarding houses near Colombo 1?
BD1171,Piliyandala,Single,10850,Occupied,"Wi-Fi, Pet-Friendly, Parking, Laundry, Gym",4.3,9.5,Are there any boarding houses near Horizon Campus?
BD1172,Pelawatte,Shared,14523,Occupied,"Pool, Pet-Friendly, Parking, Gym",2.6,9.2,Show me boarding houses with a rating of 5 stars.
BD1173,Maharagama,Double,8806,Available,"Wi-Fi, Laundry, Pet-Friendly, Air Conditioning",2.7,4.4,Find a boarding house with Parking and Kitchen.
BD1174,Colombo 9,Single,12007,Available,"Wi-Fi, Gym, Air Conditioning, Parking",3.9,1.4,Find a boarding house with Gym and Gym.
BD1175,Colombo 10,Single,8655,Occupied,"Pet-Friendly, Pool, Air Conditioning",3.5,6.5,Find a boarding house with Parking and Air Conditioning.
BD1176,Kaduwela,Double,13858,Occupied,"Laundry, Gym",2.4,6.3,Find a boarding house with Air Conditioning and Parking.
BD1177,Kirulapone,Shared,10636,Available,"Gym, Laundry, Parking, Pet-Friendly, Wi-Fi",2.9,7.5,Find a boarding house with Gym and Wi-Fi.
BD1178,Colombo 4,Shared,9396,Available,"Air Conditioning, Laundry, Parking, Wi-Fi",4.4,9.8,Find a boarding house with Study/Workspace and Kitchen.
BD1179,Colombo 8,Single,12173,Occupied,"Laundry, Pool, Gym",4,3.6,Find a boarding house with Air Conditioning and Attach Bathroom.
BD1180,Colombo 9,Single,8971,Occupied,"Air Conditioning, Laundry, Pool, Wi-Fi",1.4,2.7,Are there any boarding houses near NSBM?
BD1181,Colombo 9,Single,9748,Occupied,"Laundry, Gym, Parking, Pet-Friendly, Air Conditioning",4,7.7,Are there any boarding houses near Horizon Campus?
BD1182,Moratuwa,Shared,14723,Occupied,"Air Conditioning, Pool, Laundry, Parking",3.5,3.2,Are there any boarding houses near SLIIT University?
BD1183,Pannipitiya,Double,10118,Available,"Pet-Friendly, Laundry, Wi-Fi, Air Conditioning, Gym",3.6,7.7,Show me boarding houses with a rating of 3 stars.
BD1184,Ethul Kotte,Shared,14447,Available,"Pool, Gym, Parking, Wi-Fi, Pet-Friendly",1.5,9.6,Find a boarding house with Kitchen and Study/Workspace.
BD1185,Colombo 5,Shared,9687,Available,"Laundry, Pool, Gym, Wi-Fi",4.8,4,Find a boarding house with Kitchen and Wi-Fi.
BD1186,Thimbirigasyaya,Single,10505,Available,"Laundry, Pet-Friendly",4.4,4.6,Show me boarding houses with a rating of 5 stars.
BD1187,Colombo 1,Double,8207,Available,"Wi-Fi, Parking, Laundry, Air Conditioning",1,3.7,Show me boarding houses with a rating of 4 stars.
BD1188,Kotte,Double,13174,Occupied,"Laundry, Pool, Pet-Friendly, Air Conditioning, Gym",4.9,3.2,Show me boarding houses with a rating of 4 stars.
BD1189,Piliyandala,Double,8301,Available,"Air Conditioning, Laundry, Gym, Pet-Friendly, Wi-Fi",1.9,3.7,Find a boarding house with Study/Workspace and Kitchen.
BD1190,Colombo 6,Single,9366,Available,"Wi-Fi, Gym",1.8,1.5,Show me boarding houses with a rating of 2 stars.
BD1191,Piliyandala,Single,12005,Occupied,"Laundry, Pet-Friendly, Wi-Fi",2.4,8.1,Find a boarding house with Gym and Wi-Fi.
BD1192,Colombo 5,Double,11951,Available,"Gym, Parking",3.3,3.2,Are there any boarding houses near Malabe?
BD1193,Colombo 10,Double,9550,Available,"Air Conditioning, Pet-Friendly",2.4,4.7,Show me boarding houses with a rating of 4 stars.
BD1194,Colombo 10,Single,10209,Occupied,"Pet-Friendly, Gym, Laundry",4.4,2.9,Are there any boarding houses near Colombo?
BD1195,Piliyandala,Shared,12476,Available,"Pool, Laundry, Gym",4.6,1.6,Show me boarding houses with a rating of 4 stars.
BD1196,Nugegoda,Shared,14748,Available,"Gym, Pool, Parking",2.9,8.1,Are there any boarding houses near Colombo?
BD1197,Colombo 1,Shared,13384,Available,"Parking, Laundry",2.3,2.8,Show me boarding houses with a rating of 1 stars.
BD1198,Colombo 1,Double,13234,Occupied,"Parking, Wi-Fi, Gym, Laundry, Pool",1.6,4,Show me boarding houses with a rating of 3 stars.
BD1199,Kelaniya,Shared,11272,Occupied,"Parking, Pool, Pet-Friendly",3.9,5.7,Show me boarding houses with a rating of 3 stars.
BD1200,Thimbirigasyaya,Shared,11498,Available,"Gym, Pool, Laundry",2.4,2.1,Are there any boarding houses near Biyagama?
BD1201,Piliyandala,Double,12096,Occupied,"Air Conditioning, Wi-Fi, Pet-Friendly, Parking",1.8,2.3,Are there any boarding houses near Kaduwela?
BD1202,Nawala,Double,9296,Occupied,"Air Conditioning, Pool, Pet-Friendly, Wi-Fi",2,7.5,Are there any boarding houses near NSBM?
BD1203,Talangama,Single,10704,Occupied,"Laundry, Gym, Parking, Air Conditioning, Wi-Fi",1.6,6.7,Show me boarding houses with a rating of 3 stars.
BD1204,Borella,Double,10362,Occupied,"Wi-Fi, Pet-Friendly, Gym, Air Conditioning, Pool",1.3,8,Are there any boarding houses near Horizon Campus?
BD1205,Colombo 4,Shared,14192,Available,"Laundry, Wi-Fi",3,7.5,Show me boarding houses with a rating of 3 stars.
BD1206,Colombo 7,Shared,10153,Occupied,"Gym, Pool, Wi-Fi",3,4.1,Show me boarding houses with a rating of 5 stars.
BD1207,Malabe,Shared,11082,Occupied,"Pool, Laundry, Gym, Wi-Fi",2.6,1,Are there any boarding houses near Biyagama?
BD1208,Kelaniya,Double,12581,Occupied,"Air Conditioning, Pet-Friendly, Wi-Fi, Gym, Pool",1.4,3.3,Show me boarding houses with a rating of 4 stars.
BD1209,Colombo 7,Single,9365,Occupied,"Pet-Friendly, Laundry, Air Conditioning",4.2,4.6,Find a boarding house with Laundry and Study/Workspace.
BD1210,Colombo 1,Double,13914,Occupied,"Pet-Friendly, Parking, Laundry, Wi-Fi",1.8,3.2,Find a boarding house with Study/Workspace and Attach Bathroom.
BD1211,Colombo 2,Single,11853,Available,"Laundry, Wi-Fi, Air Conditioning, Pet-Friendly, Pool",3.5,5.2,Are there any boarding houses near Horizon Campus?
BD1212,Kolonnawa,Shared,12649,Available,"Gym, Wi-Fi, Air Conditioning, Parking",1,9.4,Show me boarding houses with a rating of 4 stars.
BD1213,Thimbirigasyaya,Double,14081,Available,"Parking, Pool",2.3,2.5,Find a boarding house with Gym and Attach Bathroom.
BD1214,Attidiya,Shared,8280,Available,"Pool, Laundry",2.9,5.1,Show me boarding houses with a rating of 1 stars.
BD1215,Kiribathgoda,Double,14255,Available,"Gym, Pool, Air Conditioning",4.5,2.6,Are there any boarding houses near Battaramulla?
BD1216,Kelaniya,Double,10439,Occupied,"Wi-Fi, Air Conditioning, Parking",1.6,8.6,Are there any boarding houses near Colombo?
BD1217,Nugegoda,Double,10122,Occupied,"Gym, Pet-Friendly, Parking, Pool",4.4,3.1,Are there any boarding houses near NSBM?
BD1218,Attidiya,Double,14952,Occupied,"Pool, Parking, Pet-Friendly, Wi-Fi",3.8,4.2,Show me boarding houses with a rating of 1 stars.
BD1219,Colombo 7,Single,13486,Occupied,"Pet-Friendly, Pool, Wi-Fi, Parking, Air Conditioning",3.4,3.1,Are there any boarding houses near Biyagama?
BD1220,Thimbirigasyaya,Double,9896,Available,"Gym, Pool, Wi-Fi, Laundry, Air Conditioning",4.4,4.4,Find a boarding house with Laundry and Gym.
BD1221,Rajagiriya,Single,13448,Occupied,"Air Conditioning, Parking, Gym, Pool, Wi-Fi",2,8,Are there any boarding houses near Mount Lavinia?
BD1222,Kalubowila,Shared,8642,Occupied,"Pool, Gym",1.8,5.9,Find a boarding house with Wi-Fi and Attach Bathroom.
BD1223,Colombo 6,Single,13961,Occupied,"Parking, Wi-Fi, Air Conditioning, Laundry, Pet-Friendly",3.4,2.6,Find a boarding house with Kitchen and Parking.
BD1224,Maharagama,Shared,14090,Available,"Air Conditioning, Parking",1.9,9.2,Find a boarding house with Study/Workspace and Study/Workspace.
BD1225,Kiribathgoda,Shared,13249,Occupied,"Wi-Fi, Pool, Laundry, Gym",1.9,2.4,Find a boarding house with Study/Workspace and Gym.
BD1226,Moratuwa,Double,14165,Available,"Pool, Wi-Fi, Gym",5,4.1,Find a boarding house with Laundry and Air Conditioning.
BD1227,Colombo 7,Single,11753,Occupied,"Pet-Friendly, Air Conditioning, Parking",2.7,5.4,Are there any boarding houses near Pittugala?
BD1228,Hokandara,Single,11591,Occupied,"Pet-Friendly, Laundry",4.6,1.2,Show me boarding houses with a rating of 3 stars.
BD1229,Mount Lavinia,Shared,14950,Available,"Laundry, Pet-Friendly, Parking, Air Conditioning, Gym",2.4,6.1,Are there any boarding houses near Battaramulla?
BD1230,Nugegoda,Double,14004,Available,"Pet-Friendly, Laundry, Gym",2.1,1.4,Find a boarding house with Kitchen and Kitchen.
BD1231,Kelaniya,Single,14741,Occupied,"Pool, Gym, Pet-Friendly",4.4,7,Find a boarding house with Parking and Air Conditioning.
BD1232,Colombo 5,Shared,13570,Occupied,"Parking, Pet-Friendly, Gym, Laundry, Pool",1.5,2.4,Show me boarding houses with a rating of 3 stars.
BD1233,Mount Lavinia,Single,13188,Available,"Pool, Wi-Fi, Laundry, Pet-Friendly, Air Conditioning",2.4,1.9,Find a boarding house with Study/Workspace and Parking.
BD1234,Thimbirigasyaya,Double,11816,Available,"Gym, Wi-Fi, Air Conditioning, Pool",4.7,8.5,Are there any boarding houses near Pittugala?
BD1235,Dehiwala,Shared,13633,Occupied,"Pool, Pet-Friendly, Parking",1.1,3.8,Are there any boarding houses near Thalahena?
BD1236,Narahenpita,Double,12806,Occupied,"Gym, Pet-Friendly",1.7,5.3,Find a boarding house with Attach Bathroom and Wi-Fi.
BD1237,Colombo 10,Single,12387,Available,"Air Conditioning, Wi-Fi, Gym, Laundry",1.6,1.8,Show me boarding houses with a rating of 1 stars.
BD1238,Wattala,Double,12225,Occupied,"Pet-Friendly, Wi-Fi, Laundry",1.9,1.7,Show me boarding houses with a rating of 4 stars.
BD1239,Colombo 7,Shared,12843,Occupied,"Laundry, Parking, Gym",3.9,1.4,Show me boarding houses with a rating of 2 stars.
BD1240,Kolonnawa,Double,9703,Available,"Pet-Friendly, Air Conditioning, Pool, Parking, Gym",1.8,7.4,Are there any boarding houses near Thalahena?
BD1241,Ethul Kotte,Single,12497,Occupied,"Parking, Pool, Gym",3.9,5.4,Show me boarding houses with a rating of 2 stars.
BD1242,Colombo 8,Double,8174,Occupied,"Air Conditioning, Pet-Friendly, Laundry, Pool, Parking",5,4.1,Are there any boarding houses near Colombo 2?
BD1243,Colombo 4,Shared,12261,Available,"Pool, Pet-Friendly, Air Conditioning, Gym, Parking",4.3,3.2,Find a boarding house with Parking and Study/Workspace.
BD1244,Maharagama,Single,9401,Occupied,"Air Conditioning, Laundry, Parking, Wi-Fi, Pet-Friendly",2.9,6.3,Are there any boarding houses near SLIIT University?
BD1245,Colombo 6,Double,9495,Occupied,"Air Conditioning, Wi-Fi, Pet-Friendly",4,3.8,Find a boarding house with Laundry and Gym.
BD1246,Battaramulla,Double,11103,Available,"Laundry, Gym, Pet-Friendly, Wi-Fi",1,1.2,Show me boarding houses with a rating of 2 stars.
BD1247,Angoda,Double,13572,Available,"Air Conditioning, Gym",3.1,0.9,Show me boarding houses with a rating of 5 stars.
BD1248,Kolonnawa,Double,14408,Available,"Parking, Air Conditioning, Laundry, Pool, Wi-Fi",2.2,5.4,Are there any boarding houses near Horizon Campus?
BD1249,Kohuwala,Shared,14581,Available,"Gym, Parking, Laundry, Pet-Friendly",4.3,1.4,Are there any boarding houses near Weliwita?
BD1250,Pannipitiya,Shared,12137,Occupied,"Laundry, Pool, Pet-Friendly, Gym, Wi-Fi",1.9,6.5,Are there any boarding houses near NSBM?
BD1251,Pelawatte,Shared,8022,Available,"Air Conditioning, Gym, Laundry, Parking",1.3,4.8,Show me boarding houses with a rating of 4 stars.
BD1252,Kohuwala,Single,12050,Available,"Air Conditioning, Parking, Pet-Friendly",3.8,1,Find a boarding house with Kitchen and Attach Bathroom.
BD1253,Malabe,Shared,14910,Occupied,"Laundry, Parking",1,5.4,Show me boarding houses with a rating of 1 stars.
BD1254,Kelaniya,Single,11186,Occupied,"Laundry, Gym, Wi-Fi, Pet-Friendly",1.8,5.1,Find a boarding house with Air Conditioning and Study/Workspace.
BD1255,Maharagama,Double,11247,Available,"Gym, Parking",2.1,8.5,Find a boarding house with Parking and Kitchen.
BD1256,Rajagiriya,Shared,14226,Available,"Pool, Laundry, Wi-Fi, Pet-Friendly",4.5,6.4,Show me boarding houses with a rating of 3 stars.
BD1257,Colombo 9,Double,9705,Available,"Pool, Air Conditioning, Laundry",4.4,9.1,Find a boarding house with Air Conditioning and Gym.
BD1258,Nugegoda,Shared,10776,Available,"Air Conditioning, Gym, Wi-Fi",2.3,8.6,Find a boarding house with Laundry and Laundry.
BD1259,Rajagiriya,Double,11567,Occupied,"Air Conditioning, Parking, Wi-Fi, Laundry",4.5,3,Are there any boarding houses near NSBM?
BD1260,Attidiya,Double,10548,Available,"Wi-Fi, Pool, Parking, Laundry",1.5,9.8,Show me boarding houses with a rating of 3 stars.
BD1261,Pelawatte,Single,8117,Occupied,"Wi-Fi, Parking, Laundry",4.5,9.4,Find a boarding house with Laundry and Wi-Fi.
BD1262,Kesbewa,Double,14622,Occupied,"Pool, Pet-Friendly",3.6,4,Are there any boarding houses near Colombo?
BD1263,Wattala,Double,13601,Available,"Air Conditioning, Laundry, Wi-Fi, Gym",1.5,7.1,Are there any boarding houses near Thalahena?
BD1264,Nugegoda,Shared,10476,Available,"Pool, Gym, Parking, Wi-Fi",1.5,6.8,Show me boarding houses with a rating of 1 stars.
BD1265,Rajagiriya,Shared,12720,Occupied,"Wi-Fi, Laundry, Pool, Parking",1.4,9.3,Show me boarding houses with a rating of 4 stars.
BD1266,Kotte,Single,11699,Occupied,"Laundry, Gym, Pet-Friendly",2.5,8.7,Show me boarding houses with a rating of 3 stars.
BD1267,Mount Lavinia,Single,10703,Available,"Pet-Friendly, Pool",4.9,0.7,Show me boarding houses with a rating of 1 stars.
BD1268,Colombo 4,Single,8159,Available,"Pet-Friendly, Laundry, Wi-Fi",4.7,9.7,Find a boarding house with Attach Bathroom and Attach Bathroom.
BD1269,Rajagiriya,Shared,11723,Available,"Pool, Air Conditioning, Pet-Friendly",3.4,3.2,Are there any boarding houses near Colombo?
BD1270,Colombo 6,Shared,8428,Occupied,"Pool, Air Conditioning, Parking",3.8,7.7,Show me boarding houses with a rating of 2 stars.
BD1271,Malabe,Double,11100,Available,"Wi-Fi, Laundry, Pet-Friendly",2.4,9.7,Show me boarding houses with a rating of 2 stars.
BD1272,Kolonnawa,Single,13907,Available,"Gym, Pet-Friendly",4.1,3.1,Show me boarding houses with a rating of 2 stars.
BD1273,Colombo 10,Double,13401,Available,"Pool, Pet-Friendly, Gym, Parking",2.9,3.4,Show me boarding houses with a rating of 4 stars.
BD1274,Kohuwala,Single,14252,Occupied,"Pet-Friendly, Parking, Wi-Fi, Air Conditioning",1.7,9.7,Show me boarding houses with a rating of 3 stars.
BD1275,Moratuwa,Single,11623,Occupied,"Gym, Wi-Fi, Parking, Air Conditioning, Laundry",3.6,4.4,Are there any boarding houses near Colombo 2?
BD1276,Colombo 3,Double,14294,Occupied,"Laundry, Pool, Pet-Friendly, Wi-Fi, Parking",2.4,1.9,Are there any boarding houses near Angoda?
BD1277,Colombo 9,Double,14825,Available,"Air Conditioning, Parking, Wi-Fi, Pet-Friendly",2.3,3.2,Find a boarding house with Parking and Parking.
BD1278,Wattala,Single,10381,Available,"Air Conditioning, Laundry, Pool, Pet-Friendly, Gym",1.8,7.3,Are there any boarding houses near Weliwita?
BD1279,Nawala,Shared,10335,Available,"Pool, Pet-Friendly, Wi-Fi",3.5,1.3,Are there any boarding houses near Angoda?
BD1280,Colombo 7,Shared,8162,Available,"Air Conditioning, Pet-Friendly, Laundry, Parking",2.9,8.6,Find a boarding house with Air Conditioning and Laundry.
BD1281,Thalawathugoda,Shared,9576,Occupied,"Gym, Pet-Friendly, Laundry",1.9,5.2,Are there any boarding houses near Colombo 3?
BD1282,Thimbirigasyaya,Shared,13751,Available,"Air Conditioning, Parking, Gym, Wi-Fi",4.4,6,Are there any boarding houses near Angoda?
BD1283,Colombo 9,Single,13531,Available,"Gym, Wi-Fi, Pool, Air Conditioning, Pet-Friendly",2,9,Find a boarding house with Attach Bathroom and Wi-Fi.
BD1284,Colombo 9,Shared,14164,Occupied,"Gym, Pet-Friendly, Pool",2.9,1.6,Show me boarding houses with a rating of 4 stars.
BD1285,Talangama,Double,8064,Occupied,"Pool, Wi-Fi, Gym",2.5,9.1,Find a boarding house with Parking and Wi-Fi.
BD1286,Colombo 6,Single,9673,Occupied,"Parking, Pool",3.4,9.1,Are there any boarding houses near SLIIT University?
BD1287,Kotte,Double,9286,Available,"Gym, Air Conditioning, Pet-Friendly, Laundry",4.6,2.3,Are there any boarding houses near Colombo 2?
BD1288,Kaduwela,Single,14031,Occupied,"Parking, Wi-Fi, Gym",4.2,3.4,Are there any boarding houses near Battaramulla?
BD1289,Colombo 8,Shared,13522,Available,"Wi-Fi, Parking, Gym, Pet-Friendly, Air Conditioning",4.3,4.5,Show me boarding houses with a rating of 2 stars.
BD1290,Dehiwala,Double,14000,Available,"Laundry, Pet-Friendly, Gym, Wi-Fi",1.2,1.5,Are there any boarding houses near Colombo 3?
BD1291,Colombo 4,Shared,10454,Occupied,"Wi-Fi, Gym, Laundry, Parking",3.8,6.4,Are there any boarding houses near Kotte?
BD1292,Kesbewa,Single,10535,Available,"Laundry, Gym",2.1,4,Are there any boarding houses near SLIIT University?
BD1293,Dehiwala,Shared,11953,Available,"Wi-Fi, Air Conditioning",4.3,9.2,Show me boarding houses with a rating of 5 stars.
BD1294,Thalawathugoda,Single,10733,Occupied,"Air Conditioning, Laundry, Pool, Parking",1.5,2,Are there any boarding houses near Pittugala?
BD1295,Talangama,Single,13358,Occupied,"Gym, Laundry, Air Conditioning, Wi-Fi, Parking",2.1,5.7,Are there any boarding houses near Horizon Campus?
BD1296,Colombo 8,Double,14517,Available,"Laundry, Pool",4.1,0.7,Show me boarding houses with a rating of 1 stars.
BD1297,Wattala,Shared,12112,Occupied,"Parking, Wi-Fi, Pool",4.3,8,Show me boarding houses with a rating of 3 stars.
BD1298,Rajagiriya,Single,10559,Occupied,"Wi-Fi, Gym, Laundry",2.6,8.2,Are there any boarding houses near Kotte?
BD1299,Thalawathugoda,Shared,13143,Available,"Gym, Laundry, Pool, Parking, Wi-Fi",2.5,5.1,Are there any boarding houses near Colombo 1?
